date, pm25, pm10, o3, no2, so2, co
2014/12/2, , 12, 2, 8, 8, 
2014/12/3, , 16, 2, 10, 12, 
2014/12/4, , 16, , 15, 16, 
2014/12/5, , 12, 1, 14, 15, 
2014/12/6, , 11, 1, 9, 10, 
2014/12/7, , 11, 9, 14, 17, 
2014/12/8, , 12, 4, 17, 19, 
2014/12/9, , 11, 10, 17, 18, 
2014/12/10, , 14, 27, 6, 7, 
2014/12/11, , 8, 29, 9, 13, 
2014/12/12, , 4, 14, 18, 23, 
2014/12/13, , 8, 20, 14, 16, 
2014/12/14, , 11, 11, 20, 28, 
2014/12/15, , 11, 6, 18, 22, 
2014/12/16, , 14, 20, 11, 15, 
2014/12/17, , 12, 20, 8, 12, 
2014/12/18, , 5, 23, 6, 8, 
2014/12/19, , 3, 28, 4, 5, 
2014/12/21, , 5, 29, 5, 8, 
2014/12/22, , 5, 33, 16, 22, 
2014/12/23, , 7, 29, 8, 6, 
2014/12/24, , 11, 29, 3, 4, 
2014/12/25, , 8, 24, 4, 6, 
2014/12/26, , 8, 18, 10, 10, 
2014/12/27, , 8, 19, 8, 8, 
2014/12/28, , 9, , , , 
2014/8/13, , 9, , , , 
2014/8/14, , 6, , , , 
2014/8/15, , 6, 19, 6, , 
2014/8/16, , 5, 35, 2, , 
2014/8/17, , 4, 35, 5, 7, 
2014/8/18, , 6, 29, 6, 7, 
2014/8/19, , 10, 24, 7, 6, 
2014/8/20, , 10, 33, 6, 5, 
2014/8/21, , 11, 34, 8, 6, 
2014/8/22, , 10, 34, 8, 5, 
2014/8/23, , 11, 35, 3, 3, 
2014/8/24, , 8, 32, 9, 8, 
2014/8/25, , 8, 28, 4, 5, 
2014/8/26, , 7, 23, 5, 9, 
2014/8/27, , 6, 30, 6, 4, 
2014/8/29, , 9, 27, 6, 4, 
2014/8/30, , 14, 27, 5, 4, 
2014/8/31, , 11, 20, 7, 8, 
2014/9/1, , 8, 22, 9, 11, 
2014/9/2, , 11, 18, 5, 4, 
2014/9/3, , 11, 30, 4, 4, 
2014/9/4, , 17, 20, 9, 9, 
2014/9/5, , 28, 36, 8, 8, 
2014/9/6, , 24, 43, 5, 5, 
2014/9/7, , 17, 38, 9, 10, 
2014/9/8, , 15, 29, 15, 13, 
2014/9/9, , 21, 35, 12, 10, 
2014/9/10, , 23, 26, 9, 8, 
2014/9/11, , 26, 22, 6, 7, 
2014/9/12, , 19, 19, 6, 8, 
2014/9/13, , 7, 24, 5, 5, 
2014/9/14, , 9, 22, 5, 6, 
2014/9/15, , 15, 21, 9, 8, 
2014/9/16, , 12, 21, 9, 9, 
2014/9/17, , 12, 25, 13, 14, 
2014/9/18, , 12, 25, 12, 18, 
2014/9/19, , 17, 29, 7, 7, 
2014/9/20, , 13, 29, 4, 3, 
2014/9/21, , 9, 27, 5, 8, 
2014/9/22, , 9, 26, 6, 8, 
2014/9/23, , 11, 26, 11, 11, 
2014/9/24, , 11, 20, 9, 11, 
2014/9/25, , 15, 25, 11, 10, 
2014/9/26, , 15, 22, 8, 5, 
2014/9/27, , 12, 11, 6, 5, 
2014/9/28, , 10, 12, 11, 15, 
2014/9/29, , 13, 7, 15, 19, 
2014/9/30, , 18, 17, 15, 17, 
2023/1/8, , , 10, 12, , 
2023/2/18, , , 28, 2, , 
2023/2/19, , , 30, 1, , 
2020/3/31, , , 30, 8, , 
2019/12/31, , , 8, 12, , 
2018/12/31, , , 19, 6, , 
2018/10/1, , , 28, 4, , 
2018/9/16, , , 13, 13, , 
2018/4/10, , , 42, 5, , 
2017/10/7, , , 29, 3, 3, 
2017/7/13, , , 35, 9, 10, 
2017/9/9, , , 15, 8, , 
2017/9/14, , , 28, 7, 8, 
2016/10/3, , , 14, 10, 13, 
2016/7/15, , , 42, 6, 5, 
2016/7/16, , , 30, 4, 3, 
2016/7/17, , , 33, 8, 7, 
2016/7/18, , , 55, 7, 6, 
2016/6/11, , , 34, 2, , 
2016/1/26, , , 18, 16, 20, 
2014/12/31, , , 8, 18, 20, 
2014/12/20, , , 28, 3, 2, 
2014/8/28, , , 18, 10, 10, 
2018/9/12, , , , , , 
2018/9/13, , , , , , 
2018/9/14, , , , , , 
2018/9/15, , , , , , 
2018/9/19, , , , , , 
2018/9/20, , , , , , 
2018/9/21, , , , , , 
2018/9/22, , , , , , 
2018/9/23, , , , , , 
2018/9/24, , , , , , 
2018/9/25, , , , , , 
2018/9/26, , , , , , 
2018/9/27, , , , , , 
2018/9/28, , , , , , 
2018/9/29, , , , , , 
2018/9/30, , , , , , 
